example_id,nl_query,gold_query
e670,Show joinable tables in the lake.,select t1.short_name from node_table as t1 join edge_joinable_table_table as t2 on t1.node_id = t2.source_node_id
e671,Find all tables with the term 'eph' or 'employee_pay_history' in it's name.,select short_name from node_table where short_name like '%eph%' or short_name like '%employee_pay_history%'
e672,Count the columns associated with each classification asset in the lake that has 'nyc' as a prefix.,"select t1.short_name, count(*) from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id where t1.short_name like 'nyc%' group by t1.node_id, t1.short_name"
e673,List names and descriptions of all databases in the lake.,"select short_name, description from node_database"
e674,Show the extension and size of the 25 most recently created files.,"select extension, fsize, creation_date from node_file order by creation_date desc limit 25"
e675,How many files are there in the folder named 'adventureworks'?,select count(*) from edge_has_dir_file as t1 join node_directory as t2 on t1.source_node_id = t2.node_id where t2.short_name = 'adventureworks'
e676,"Show the id, description and size for all folders.","select node_id, description, dsize from node_directory"
e677,Find all tables with a column named zipcode,select t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t3.short_name = 'zip_code'
e678,List the files with sizes in the lake sorted in descending order.,"select short_name, fsize from node_file order by fsize desc"
e679,List ids for all folders that contain less than 100 files.,"select source_node_id, count(*) from edge_has_dir_file group by source_node_id having count(*) < 100"
e680,Give me the creation dates for all folders.,select creation_date from node_directory
e681,Display all the metadata for all databases in the lake.,select * from node_database
e682,Find all classifications with the term 'market'.,select short_name from node_classification where short_name like '%market%'
e683,Show the last modified date for all columns in the lake.,select modified_date from node_column
e684,Show the number of assets owned by all accounts that have been modified in the past 1 day.,"select t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t1.modified_date >= now() - interval '24 hours' group by t1.node_id, t1.short_name"
e685,What are 10 biggest tables by number of rows?,select short_name from node_table order by num_rows desc limit 10
e686,"For each asset type, count the number of assets owned by each asset owner.","select t1.short_name, t3.type_id, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name, t3.type_id"
e687,Count the number of classifications associated with each column id.,"select target_node_id, count(*) from edge_assoc_class_col group by target_node_id"
e688,Find all columns associated with the business term 'ModDate'.,select t3.short_name from node_business_term as t1 join edge_assoc_term_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'mod_date'
e689,Print all integer columns in the data lake.,select short_name from node_column where col_type = 'int64'
e690,List all columns linked with business terms that were added in the past 30 days.,select t3.short_name from node_business_term as t1 join edge_assoc_term_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.creation_date >= now() - interval '30 days'
e691,List the modified time of the 'date' classification label.,select modified_date from node_classification where short_name = 'date'
e692,Show the names and descriptions for labels created in the past 20 days.,"select short_name, description from node_label where creation_date >= now() - interval '20 days'"
e693,Display the number of columns and descripton for all tables in the lake.,"select num_cols, description from node_table"
e694,List all files in the production folder.,select t3.short_name from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'production'
e695,Show all metadata records for asset owners.,select * from node_owner
e696,Print the date for the classification labeled 'province'.,"select creation_date, modified_date from node_classification where short_name = 'state'"
e697,Find all tables in the lake derived from txt files.,select t3.short_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.extension = '.txt'
e698,Count the number of databases owned by each asset owner.,"select t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_database as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e699,List all the different types of columns present in the lake.,select distinct col_type from node_column
e700,Find all asset owners whose full name is John Smith.,select short_name from node_owner where long_name = 'John Smith'
e701,Show all the nosql databases in the lake ordered from the newest to the oldest.,select short_name from node_nosql order by creation_date desc
e702,Print description of table count for relational databases that have 35 tables or more.,select description from node_rdbms where num_tables >= 35
e703,Count the columns linked with the classification label 'address' in each table.,"select t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join edge_assoc_class_col as t3 on t2.target_node_id = t3.target_node_id join node_classification as t4 on t3.source_node_id = t4.node_id where t4.short_name = 'address' group by t1.node_id, t1.short_name"
e704,Count the number unionable tables for each table in the lake.,"select t1.short_name, count(*) from node_table as t1 join edge_unionable_table_table as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name"
e705,Print all records for the resume column.,select * from node_column where short_name = 'cv'
e706,"For each table in the data lake, count the number of columns that contain a description.","select t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id where t1.description <> '' group by t1.node_id, t1.short_name"
e707,Show all tables that have 10 columns or more.,select short_name from node_table where num_cols >= 10
e708,Order all labels by creation date.,select short_name from node_label order by creation_date asc
e709,"For each asset type, count the number of assets owned by each asset owner. Also output name of the type.","select t1.short_name, t3.type_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name, t3.type_id, t3.type_name"
e710,"Show short name and long name for the table from from 'business_entity_address"" file.","select t3.short_name, t3.long_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'business_entity_address.csv'"
e711,What are the different column types?,select distinct col_type from node_column
e712,What are the files id in the folder named 'production'?,select distinct(target_node_id) from edge_has_dir_file as t1 join node_directory as t2 on t1.source_node_id = t2.node_id where t2.short_name = 'production'
e713,List all asset nodes in the lake created in the past 2 days.,select short_name from node where creation_date >= now() - interval '2 days'
e714,Count the number of columns of each type in the 'shift' table .,"select col_type, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'shift' group by t3.col_type"
e715,"For each business term, count the number of columns it has been assigned to in the past 300 days.","select t1.short_name, count(*) from node_business_term as t1 join edge_assoc_term_col as t2 on t1.node_id = t2.source_node_id where t2.creation_date >= now() - interval '300 days' group by t1.node_id, t1.short_name"
e716,Count the number of assets owned by asset owners among assets owned in the past 30 days.,"select t1.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t2.creation_date >= now() - interval '30 days' group by t1.node_id, t1.short_name"
e717,Show all metadata of tables with 'covid' in it's name.,select * from node_table where short_name like '%covid%'
e718,Show all the nosql databases in the lake ordered from the oldest to the newest.,select short_name from node_nosql order by creation_date asc
e719,List all files in the sales folder.,select t3.short_name from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'sales'
e720,List all assets owned by the user with user id '91'.,select t1.short_name from node as t1 join edge_own as t2 on t1.node_id = t2.target_node_id where t2.source_node_id = 91
e721,Which tables were obtained from files with the prefix 'password'?,select t3.short_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.short_name like 'password%'
e722,List all classification labels that contain the word 'market'.,select short_name from node_classification where short_name like '%market%'
e723,Print creation timestamp and description for account owners.,"select creation_date, description from node_owner"
e724,Find all tables with a column named 'zip_code',select t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t3.short_name = 'zip_code'
e725,Which columns have the word 'water' in their name or description?,select * from node_column where short_name like '%water%' or description like '%water%'
e726,Show all file names and sizes for files with size greater than 500K.,"select short_name, fsize from node_file where fsize > 500"
e727,List all users who own less than 5 assets,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name having count(*) < 5"
e728,Show the creation date and description for all business terms in the data lake.,"select creation_date, description from node_business_term"
e729,How many relational databases are present in the lake?,select count(*) from node_rdbms
e730,Show the type and length of all columns in the data lake.,"select col_type, max_col_length from node_column"
e731,List all distinct column names that have labels associated with them.,select distinct t1.short_name from node_column as t1 join edge_assoc as t2 on t1.node_id = t2.target_node_id
e732,"Select asset type id, short name and description for all asset owners.","select type_id, short_name, description from node_owner"
e733,Find all classifications with the term 'market' in it.,select short_name from node_classification where short_name like '%market%'
e734,Print out the description and last modified timestamp for each relational database in the lake.,"select description, modified_date from node_rdbms"
e735,List all derived tables.,select t1.short_name from node_table as t1 join edge_derive_table_table on t1.node_id = edge_derive_table_table.target_node_id join node_table as t2 on edge_derive_table_table.source_node_id = t2.node_id
e736,Print the id for all folders which have a file name 'address.csv'.,select t1.source_node_id from edge_has_dir_file as t1 join node_file as t2 on t1.target_node_id = t2.node_id where t2.short_name = 'address_csv'
e737,Print column count and description for the 25 biggest tables in the lake by row count.,"select num_cols, description from node_table order by num_rows desc limit 25"
e738,Show the creation date for the 5 biggest tables by the number of columns.,select creation_date from node_table order by num_cols desc limit 5
e739,Display creation full name and description for the classification labeled 'state'.,"select long_name, description from node_classification where short_name = 'state'"
e740,List all classification full labels that contain the word 'market'.,select long_name from node_classification where short_name like '%market%'
e741,Show the number of rows in each table.,select num_rows from node_table
e742,List all details for all tables.,select * from node_table
e743,Show the full table names that were derived from excel files.,select t3.long_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.extension = '.xlsx'
e744,"Print description, row count and column count for tables.","select description, num_rows, num_cols from node_table"
e745,List all classification along with it's description.,"select short_name, description from node_classification"
e746,"For each owner, find the average size of files containing a description.","select t1.short_name, avg(t3.fsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t3.description <> '' group by t1.node_id, t1.short_name"
e747,Show all files belonging to 'zzheng'.,select t3.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'zzheng'
e748,Print names of all folders.,select short_name from node_directory
e749,Show all records for the job candidate id column.,select * from node_column where short_name = 'job_cand_id'
e750,"Order folders by modification timestamp and display names, ids and descriptions.","select short_name, node_id, description from node_directory order by modified_date desc"
e751,Show the 20 newest folders by modified date.,select short_name from node_directory order by modified_date desc limit 20
e752,"Show the creation date, last modified date and descriptions for all labels in the data lake.","select creation_date, description from node_label"
e753,Sort all files in the lake by extension and creation date.,"select short_name from node_file order by extension asc, creation_date asc"
e754,Show the number of rows and number of columns for the 10 biggest tables by number of rows.,"select num_rows, num_cols from node_table order by num_rows limit 10"
e755,List all columns with the word 'water' in it.,select short_name from node_column where short_name like '%water%'
e756,Print the creation date and description for the classification labeled 'province'.,"select creation_date, description from node_classification where short_name = 'state'"
e757,How many labels are owned by each user?,"select t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_label as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e758,Show the database type and last modified date for all databases.,"select database_type, modified_date from node_database"
e759,What is average size of a directory owned by each user?,"select t1.short_name, avg(t3.dsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e760,Who are the top 10 people who own the most assets? How many assets each own?,"select t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id group by t1.short_name, t2.source_node_id order by count(*) desc limit 10"
e761,How many files are there in the folder named 'production'?,select count(*) from edge_has_dir_file as t1 join node_directory as t2 on t1.source_node_id = t2.node_id where t2.short_name = 'production'
e762,Find all tables with a column named employee id,select t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t3.short_name = 'emp_id'
e763,Print the number of columns and description for the top 10 tables by number of rows.,"select num_cols, description from node_table order by num_rows desc limit 10"
e764,Sort databases by their last modified date.,select short_name from node_database order by modified_date desc
e765,Display classification labels that contain the word 'market'.,select short_name from node_classification where short_name like '%market%'
e766,Print all records for relations outlining a column within a table.,select * from edge_has_table_col
e767,Count the number of columns for each table that has more than 15 columns.,"select t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name having count(*) > 15"
e768,List all the SQL databases in the data lake.,select short_name from node_rdbms
e769,Show all columns with the term 'covid' in their name or description.,select short_name from node_column where short_name like '%covid%' or description like '%covid%'
e770,Show all columns with the term 'prod' in their name or description.,select short_name from node_column where short_name like '%prod%' or description like '%prod%'
e771,List all the business term assets in the lake.,select short_name from node_business_term
e772,What is the average size of a folder created in the last 10 days for each asset owner.,"select t1.short_name, avg(t3.dsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id where t3.creation_date >= now() - interval '10 days' group by t1.node_id, t1.short_name"
e773,Show all metadata for relations in the lake.,select * from edge
e774,Display creation timestamp and description for the classification labeled 'state'.,"select creation_date, description from node_classification where short_name = 'state'"
e775,Find all columns associated with the business term 'PODDate'.,select t3.short_name from node_business_term as t1 join edge_assoc_term_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'pod_date'
e776,What are the 3 biggest directories in the lake?,select short_name from node_directory order by dsize desc limit 3
e777,Which are the tables in the lake owned by 'zzheng'?,select t3.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'zzheng'
e778,List the creation date and description for all columns in the lake.,"select creation_date, description from node_column"
e779,Show all tables created in the last 240 hours.,select short_name from node_table where creation_date >= now() - interval '240 hours'
e780,How many assets does each user account own?,"select t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name"
e781,List all directories in the HR folder.,select t3.short_name from node_directory as t1 join edge_has_dir_dir as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'human_resources'
e782,"For each file extension, what is the average size of a file?","select extension, avg(fsize) from node_file group by extension"
e783,List 5 derived tables.,select t1.short_name from node_table as t1 join edge_derive_table_table on t1.node_id = edge_derive_table_table.target_node_id join node_table as t2 on edge_derive_table_table.source_node_id = t2.node_id limit 5
e784,Find all folders in the lake with size greater than 1GB.,select short_name from node_directory where dsize > 1000000
e785,What are all the assets owned by 'Adam H Smith'?,select t1.short_name from node as t1 join edge_own as t2 on t1.node_id = t2.target_node_id join node_owner as t3 on t2.source_node_id = t3.node_id where t3.long_name = 'Adam H Smith'
e786,Find all tables whose name contains 'employee' as a prefix and has a column which contains 'sex' as a prefix.,select t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name like 'employee%' and t3.short_name like 'sex%'
e787,How many folders does the lake contain?,select count(*) from node_directory
e788,Sort all business terms by it's creation timestamp.,select short_name from node_business_term order by creation_date asc
e789,What is minimum size of a directory owned by each user?,"select t1.short_name, min(t3.dsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e790,Show all csv files that have 'work' in their names.,select short_name from node_file where extension = '.csv' and short_name like '%work%'
e791,Show the number of assets owned by all accounts that have been modified in the past 1 day. The owner name must be detailed.,"select t1.long_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t1.modified_date >= now() - interval '24 hours' group by t1.node_id, t1.long_name"
e792,What are the top 10 classifications which are associated with the most columns?,"select t1.short_name, count(*) from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id group by t1.short_name, t2.source_node_id order by count(*) desc limit 10"
e793,Show the number of database instance present for each database asset type id.,"select type_id, count(*) from node_database group by type_id"
e794,"Show the number of rows, number of columns and the last modified date for the 10 most recently modified tables.","select num_rows, num_cols, modified_date from node_table order by modified_date desc limit 10"
e795,Print the creation timestamp and description for every database.,"select creation_date, description from node_database"
e796,How many columns do each of the 30 oldest tables in the lake have?,"select t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name order by t1.creation_date asc limit 30"
e797,Order all databases by their last modified date.,select short_name from node_database order by modified_date desc
e798,List ids for directories that contain more than 20 immediate subdirectories.,select source_node_id from edge_has_dir_dir group by source_node_id having count(*) > 20
e799,How many assets of each type are there in the lake?,"select type_name, count(*) from node group by type_id, type_name"
e800,Print descriptions for 25 most recently added assets.,select description from node order by creation_date desc limit 25
e801,Show me the name and description for every nosql database in the lake that contains the term 'nvidia' in it's description.,"select short_name, description from node_nosql where description like '%nvidia%'"
e802,"Print short name, long name and description for the business entity identifier column.","select short_name, long_name, description from node_column where short_name = 'buss_entty_id'"
e803,Find all tables in the lake derived files.,select t3.short_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id
e804,Order all classification labels by creation date.,select short_name from node_classification order by creation_date asc
e805,"Show all tables that have 10 or more rows, 10 or more columns and were created in the last 10 days.",select short_name from node_table where num_rows >= 10 and num_cols >= 10 and creation_date >= now() - interval '10 days'
e806,Show the number of database instance present for each database asset.,"select type_name, count(*) from node_database group by type_id, type_name"
e807,Show the size of all files in the lake ordered from the biggest to the smallest.,select fsize from node_file order by fsize desc
e808,Show me the description for every nosql database in the lake.,select description from node_nosql
e809,Show all descriptions for asset owners with their names.,"select short_name, description from node_owner"
e810,List ids for all folders that contain more than 100 files.,"select source_node_id, count(*) from edge_has_dir_file group by source_node_id having count(*) > 100"
e811,What are the tables can be unioned with each table in the lake?,select t1.short_name from node_table as t1 join edge_unionable_table_table as t2 on t1.node_id = t2.source_node_id
e812,What are the top 20 classifications which are associated with the most columns?,"select t1.short_name, count(*) from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id group by t1.short_name, t2.source_node_id order by count(*) desc limit 20"
e813,Print all metadata for a sample of 10 classifications.,select * from node_classification limit 10
e814,"For each table, how many other tables can be joined with it?","select t1.short_name, count(*) from node_table as t1 join edge_joinable_table_table as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name"
e815,Show the labels with descriptions for all labels in the database.,"select short_name, description from node_label"
e816,Sort all databases in the lake from oldest to newest.,select short_name from node_database order by creation_date asc
e817,Show me a sample of any 5 business terms along with it's description.,"select short_name, description from node_business_term limit 5"
e818,"Display the name, long name and description for the start date column in the bill of materials table.","select t3.short_name, t3.long_name, t3.description from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'bill_of_materials' and t3.short_name = 's_date'"
e819,How many rows and columns does the edh table have?,"select num_rows, num_cols from node_table where short_name = 'employee_department_history'"
e820,Print the description and creation date of the document summary column in the document table.,"select t3.description, t3.creation_date from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'document' and t3.short_name = 'doc_summary'"
e821,List all assets immediately under the folder 'part4'.,select t3.short_name from node_directory as t1 join edge_has as t2 on t1.node_id = t2.source_node_id join node as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'part4'
e822,Count the number of columns for each table that has less than 15 columns.,"select t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name having count(*) < 15"
e823,Display all the metadata for each column in the lake.,select * from node_column
e824,Print the id for all folders which have a file name 'kyc.csv'.,select t1.source_node_id from edge_has_dir_file as t1 join node_file as t2 on t1.target_node_id = t2.node_id where t2.short_name = 'kyc.csv'
e825,Show all folders which have total file size greater than 100Kb.,"select t1.short_name from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name having sum(t3.fsize) > 100"
e826,Show all files with the extension and size in the lake.,"select short_name, extension, fsize from node_file"
e827,Display the maximum column length for the culture id column.,select max_col_length from node_column where short_name = 'cult_id'
e828,Show all records for derived table relationships.,select * from edge_derive_table_table
e829,"For each owner, find the average size of files which don't containing a description.","select t1.short_name, avg(t3.fsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t3.description = '' group by t1.node_id, t1.short_name"
e830,Print all records for the 25 most recently modified assets.,select * from node order by modified_date desc limit 25
e831,Which tables have 'traffic' in their names?,select short_name from node_table where short_name like '%traffic%'
e832,Show the number of columns that each business term has been assigned to in the past 10 days.,"select t1.short_name, count(*) from node_business_term as t1 join edge_assoc_term_col as t2 on t1.node_id = t2.source_node_id where t2.creation_date >= now() - interval '10 days' group by t1.node_id, t1.short_name"
e833,Show all the records for the BOM table.,select * from node_table where short_name = 'bill_of_materials'
e834,How many tables have 'ship' in their names?,select count(*) from node_table where short_name like '%ship%'
e835,Show the 10 most recent files by modification date.,select short_name from node_file order by modified_date desc limit 10
e836,Show all tables created in the last 24 hours.,select short_name from node_table where creation_date >= now() - interval '24 hours'
e837,How many columns do each of the 10 oldest tables in the lake have?,"select t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name order by t1.creation_date asc limit 10"
e838,Show all 'covid' related tables in the lake.,select * from node_table where short_name like '%covid%'
e839,Show long name and description for the start date column in the bill of materials table.,"select t3.long_name, t3.description from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'bill_of_materials' and t3.short_name = 's_date'"
e840,Show the column name and description for all columns that have a description.,"select short_name, description from node_column where description <> ''"
e841,List all column names that have labels associated with them.,select t1.short_name from node_column as t1 join edge_assoc as t2 on t1.node_id = t2.target_node_id
e842,Count the number of joinable relationships found for each table in the past 13 days.,"select t1.short_name, count(*) from node_table as t1 join edge_joinable_table_table as t2 on t1.node_id = t2.source_node_id where t2.creation_date >= now() - interval '13 days' group by t1.node_id, t1.short_name"
e843,List the owner id for every table and the table name.,"select t1.short_name, t2.source_node_id from node_table as t1 join edge_own as t2 on t1.node_id = t2.target_node_id"
e844,Find all columns with ids associated with the classification 'enterprise'.,"select t3.node_id, t3.short_name from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'enterprise'"
e845,List all the business terms and classifications in the lake. Output their full names.,select long_name from node_label
e846,When was the last time that each directory was modified?,"select short_name, modified_date from node_directory"
e847,"For each table, what are the ids of tables can be joined with it?","select t1.short_name, t2.target_node_id from node_table as t1 join edge_joinable_table_table as t2 on t1.node_id = t2.source_node_id"
e848,List the tables with number of tables derived from each table name in the lake.,"select t1.short_name, count(*) from node_table as t1 join edge_derive_table_table as t2 on t1.node_id = t2.source_node_id group by t1.short_name"
e849,Show all tables that have 10 columns or less.,"select short_name, num_cols from node_table where num_cols <= 10"
e850,Count the number unionable tables for each table id in the lake.,"select t1.node_id, count(*) from node_table as t1 join edge_unionable_table_table as t2 on t1.node_id = t2.source_node_id group by t1.node_id"
e851,Print creation timestamps for nosql databases.,"select short_name, creation_date from node_nosql"
e852,Show the long name for the BOM table.,select long_name from node_table where short_name = 'bill_of_materials'
e853,Count the number of nodes in the graph for the lake.,select count(*) from node
e854,What are the folders present in the lake?,select short_name from node_directory
e855,Show the number of tables in each relational database.,select num_tables from node_rdbms
e856,Show the number of databases owned by each owner account.,"select t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_database as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e857,Print metadata records for columns.,select * from node_column
e858,Show the creation date and description for all labels and order the records by creation date.,"select creation_date, description from node_label order by creation_date asc"
e859,"For each folder name, count the number of files immediately inside it. ","select t1.short_name, count(*) from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id group by t1.short_name"
e860,Show the creation date and description for all owner accounts.,"select creation_date, description from node_owner"
e861,"For each asset type, how many databases are present in the lake?","select type_name, count(*) from node_database group by type_id, type_name"
e862,How many tables and files are there in the lake?,"select type_name, count(*) from node where type_name = 'table' or type_name = 'file' group by type_id, type_name "
e863,Print description of table count for relational databases that have 25 tables or more.,select description from node_rdbms where num_tables >= 25
e864,List ids for directories that contain more than 20 immediate subdirectories and number of subdirectories.,"select source_node_id, count(*) from edge_has_dir_dir group by source_node_id having count(*) > 20"
e865,Display all relational databases that contain more than 20 tables.,select short_name from node_rdbms where num_tables > 20
e866,Find all classifications belonging to 'zzheng' that were created in the past 30 days.,select t3.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_classification as t3 on t2.target_node_id = t3.node_id where t3.creation_date >= now() - interval '30 days' and t1.short_name = 'zzheng'
e867,What are 10 biggest tables by number of rows? How many shows they have?,"select short_name, num_rows from node_table order by num_rows limit 10"
e868,Show all csv files that have 'nyc' in their names.,select short_name from node_file where extension = '.csv' and short_name like '%nyc%'
e869,What are the different types of files in the lake?,select distinct extension from node_file
e870,Print all records for a sample of 5 rdbms.,select * from node_rdbms limit 5
e871,How many labels are owned by each user? Output count only.,"select count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_label as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e872,Display the size and descriptions for all folders.,"select dsize, description from node_directory"
e873,Print all bool columns in the data lake.,select short_name from node_column where col_type = 'bool'
e874,List all assets owned by the user with user id '7'.,select t1.short_name from node as t1 join edge_own as t2 on t1.node_id = t2.target_node_id where t2.source_node_id = 7
e875,"List the name, description and creation date for all assets in the lake ordered from newest to oldest.","select short_name, description, creation_date from node order by creation_date desc"
e876,Show the number of columns that each business term has been assigned to in the past 50 days.,"select t1.short_name, count(*) from node_business_term as t1 join edge_assoc_term_col as t2 on t1.node_id = t2.source_node_id where t2.creation_date >= now() - interval '50 days' group by t1.node_id, t1.short_name"
e877,Print creation timestamps and descriptions for columns.,"select creation_date, description from node_column"
e878,List all asset nodes in the lake created in the past 4 days.,"select short_name, creation_date from node where creation_date >= now() - interval '4 days'"
e879,What are the 5 oldest tables in the data lake?,select short_name from node_table order by creation_date asc limit 5
e880,When was each owner account created?,"select short_name, creation_date from node_owner"
e881,Show the column types for all columns in the lake.,select col_type from node_column
e882,What is the minimum size of a folder created in the last 10 days for each asset owner.,"select t1.short_name, min(t3.dsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id where t3.creation_date >= now() - interval '10 days' group by t1.node_id, t1.short_name"
e883,Order all columns in the lake by their length.,select short_name from node_column order by max_col_length desc
e884,Print creation date for the resume column.,select creation_date from node_column where short_name = 'cv'
e885,Show records for any 5 accounts that hold assets.,select * from node_owner limit 5
e886,Show all tables that have 10 or more rows OR 10 or more columns.,select short_name from node_table where num_rows >= 10 or num_cols >= 10
e887,List every column in the database along with the table that it belongs to.,"select t3.short_name, t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id"
e888,Print description of table count for relational databases.,"select description, num_tables from node_rdbms"
